ProfileUrl,FullName
https://www.linkedin.com/in/oleksii-brazhnykov-05294120a,Oleksii Brazhnykov
https://www.linkedin.com/in/andreyrogov,Andrey Rogov
https://www.linkedin.com/in/yevushko,Yuliia Yevushko
https://www.linkedin.com/in/oleksandr-kolb-a658824a,Alexandr Kolb
https://www.linkedin.com/in/dmitry-surnin,Dmitry Surnin
https://www.linkedin.com/in/julia-dvorakovska-003844108,Julia Dvorakovska
https://www.linkedin.com/in/antonpogorelov,Anton Pogorelov
https://www.linkedin.com/in/andrii-stanchenko,Andrii Stanchenko
https://www.linkedin.com/in/kudzza,Roman Kudlai
https://www.linkedin.com/in/igor-stolnytsky,Igor Stolnitsky
https://www.linkedin.com/in/ai-pro,Aleks I.
https://www.linkedin.com/in/lganzzzo,Leonid Stryzhevskyi
https://www.linkedin.com/in/andrey-vaskevich-01b603238,Andrey Vaskevich
https://www.linkedin.com/in/gorzey,Yuri Gorzey
https://www.linkedin.com/in/bandrivskyy,Andriy Bandrivskyy
https://www.linkedin.com/in/andrii-mineiev-36b70114,Andrii Mineiev
https://www.linkedin.com/in/ametelsky,Andrzej M.
https://www.linkedin.com/in/andriy-koshelyuk-a49a8b16b,Andriy Koshelyuk
https://www.linkedin.com/in/sergey-malyshko-47b7301b,Sergey Malyshko
https://www.linkedin.com/in/andrii-ovcharenko-15493766,Andrii Ovcharenko
https://www.linkedin.com/in/oleksiyafonin,Oleksiy Afonin
https://www.linkedin.com/in/lukianchuk-evgeniy-8163864,Lukianchuk Evgeniy
https://www.linkedin.com/in/legenchenko,Ivan Legenchenko
https://www.linkedin.com/in/volodymyr-solomakha-4452022,Volodymyr Solomakha
https://www.linkedin.com/in/yevgen-melnyk,Eugene Melnyk
https://www.linkedin.com/in/geranatali,Nataliia Hera
https://www.linkedin.com/in/juliia-fedosiuk-6a35645b,Juliia Fedosiuk
https://www.linkedin.com/in/%D0%B2%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D0%B9-%D0%BA%D1%83%D0%B7%D1%8C%D0%BC%D0%B5%D0%BD%D0%BA%D0%BE-55969729,Валерий Кузьменко
https://www.linkedin.com/in/vadym-berezovyk-35464682,Vadym Berezovyk
https://www.linkedin.com/in/ievgiienko,Vsevolod Ievgiienko
https://www.linkedin.com/in/akhmad-dakhlalla,Akhmad Dakhlalla
https://www.linkedin.com/in/oleg-pilenkov-16365547,Oleg Pilenkov
https://www.linkedin.com/in/dima-koriagin,Dima Koriagin
https://www.linkedin.com/in/yulia-pylypenko-a3810715,Yulia Pylypenko
https://www.linkedin.com/in/stanislav-donets,Stanislav Donets
https://www.linkedin.com/in/denys-dmytrov,Denys Dmytrov
https://www.linkedin.com/in/vladimir-ovramenko,Vladimir Ovramenko
https://www.linkedin.com/in/sergey-zygin-1a502532,Sergey Zygin
https://www.linkedin.com/in/valentyna-kravchenko-954469a9,Valentyna Kravchenko
https://www.linkedin.com/in/denis-antonyuk-52657925,Denis Antonyuk
https://www.linkedin.com/in/%D0%B2%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80-%D1%84%D0%B5%D1%81%D0%B5%D0%BD%D0%BA%D0%BE-17885b12,Владимир Фесенко
https://www.linkedin.com/in/nataliya-morozova-b698438,Nataliya Morozova
https://www.linkedin.com/in/olegkomar,Oleg Komar
https://www.linkedin.com/in/vitaliihilenko,"🇺🇦 Vitalii Hilenko MBA, CMC"
https://www.linkedin.com/in/alexander-shayduk-03217376,Alexander Shayduk
https://www.linkedin.com/in/gserdyuk,Gennady Serdyuk
https://www.linkedin.com/in/alexeymelnyk,Oleksii Melnyk
https://www.linkedin.com/in/serhii-starenko-95649a2,Serhii Starenko
https://www.linkedin.com/in/iaroslav-kryl,Iaroslav Kryl
https://www.linkedin.com/in/polishchukmarketing,Володимир Поліщук
https://www.linkedin.com/in/stanislav-tsyhichko-2606abb5,Stanislav Tsyhichko
https://www.linkedin.com/in/yuriiilchyshyn,Yurii Ilchyshyn
https://www.linkedin.com/in/ivan-muntiian-84a821242,Ivan Muntiian
https://www.linkedin.com/in/nikolay-zirchyk-84b04a158,Nikolay Zirchyk
https://www.linkedin.com/in/sergey-oleynik-70788a78,Sergey Oleynik
https://www.linkedin.com/in/avmatviychuk,Andriy Matviychuk
https://www.linkedin.com/in/elena-sakhatskaya-belik-83a2814,Elena Sakhatskaya (Belik)
https://www.linkedin.com/in/jonathan-clibborn-94910b9,Jonathan Clibborn
https://www.linkedin.com/in/yevhenii-mishchenko-617b67255,Yevhenii Mishchenko
https://www.linkedin.com/in/oleg-syvyniuk-96136614,Oleg Syvyniuk
https://www.linkedin.com/in/maksym-diuzhev,Maksym Diuzhev
https://www.linkedin.com/in/pylypiv-sergii,Sergii Pylypiv
